minute,requests,response_time,vms_count
82,16070,182.86657947989698,16
83,16147,184.81857610602702,16
84,16076,183.01843646996014,16
85,16315,189.10139540410609,16
86,16625,197.09105401566848,16
87,16891,204.03750887856,16
88,16924,179.29658974552052,17
89,17052,182.333920643417,17
90,17501,193.12149480084037,17
91,17833,201.2331023157446,17
92,18099,183.32227539619515,18
93,18046,182.13038268891665,18
94,18229,186.2566753666435,18
95,18509,192.62980036463085,18
96,18685,196.67302652415202,18
97,18915,202.00054770135063,18
98,18899,178.9566820961615,19
99,18968,180.41865337094754,19
100,19211,185.5983554396782,19
101,19402,189.70378017213199,19
102,19634,194.73123385080424,19
103,19721,196.62813153367557,19
104,19881,200.13330272905392,19
105,20297,187.12415411729108,20
106,20707,195.5513532105145,20
107,21023,202.1332106775771,20
108,20966,180.44492159041027,21
109,21126,183.52492726968927,21
110,21384,188.5277207918577,21
111,21499,190.77216980413579,21
112,21740,195.50500733643963,21
113,21733,195.36697826640824,21
114,22015,200.95428623895674,21
115,22065,182.2917410426656,22
116,22389,188.28076014444213,22
117,22515,190.62729594866522,22
118,22504,190.4220479237875,22
119,22886,197.59388069427604,22
120,23220,203.93958856923763,22
121,23588,191.51323734136344,23
122,23649,192.6049195537767,23
123,23914,197.37212639604542,23
124,23843,196.09093345604055,23
125,24287,204.1506104571984,23
126,24678,192.61835505519156,24
127,24512,189.77569633182594,24
128,24533,190.13451595892974,24
129,24676,192.58402052164223,24
130,24890,196.2697057161643,24
131,25091,199.75344759131286,24
132,25373,204.67718729223083,24
133,25363,186.98952719383277,25
134,25683,192.2353002431085,25
135,25936,196.4176335382661,25
136,26499,205.8363764908981,25
137,26509,189.05612092119776,26
138,26626,190.90155548936247,26
139,26870,194.76974590489993,26
140,26991,196.6978556323624,26
141,27370,202.7797777695004,26
142,27546,189.32038308926593,27
143,27300,185.60073494144223,27
144,27532,189.10803013665526,27
145,27801,193.20236233332474,27
146,28127,198.2044102162708,27
147,28119,198.0811312809961,27
148,28192,199.20704227887524,27
149,28537,204.55834999392613,27
150,28884,193.98853631434264,28
151,29245,199.33883774961004,28
152,29450,202.3996268452441,28
153,29448,187.36830981008683,29
154,29674,190.55844263611033,29
155,29963,194.66443580202161,29
156,30145,197.26561314422094,29
157,30441,201.5216758000343,29
158,30316,185.36568931800815,30
159,30272,184.7694808209473,30
160,30683,190.36359706516527,30
161,30837,192.47416407225825,30
162,31131,196.5254930874798,30
163,31241,198.048774985943,30
164,31279,198.57594947198635,30
165,31787,205.67053483125272,30
166,32108,195.71370500526865,31
167,32338,198.7958243031673,31
168,32504,201.0307222847194,31
169,32485,187.24912104737388,32
170,32730,190.3824063846792,32
171,32981,193.61066762286617,32
172,33076,194.83735764627653,32
173,33122,195.43229140098316,32
174,33245,197.0261675047396,32
175,33502,200.37095508536044,32
176,33831,191.35559844012215,33
177,33919,192.45294427224457,33
178,34114,194.89220019895885,33
179,34174,195.6448632965044,33
180,34778,203.27767111803536,33
181,34975,192.79409983352838,34
182,35053,193.74042643771332,34
183,35116,194.50592687065904,34
184,35394,197.89626294949488,34
185,35622,200.691995235109,34
186,35959,192.26824095580884,35
187,36030,193.10416755225498,35
188,35972,192.42120522299712,35
189,36000,192.75080785535016,35
190,36209,195.21715621963023,35
191,36579,199.60991379505953,35
192,36836,202.68114471647067,35
193,36865,190.88136835736287,36
194,36945,191.7949033989476,36
195,37424,197.2958556179937,36
196,37806,201.7213576116855,36
197,37901,191.01429415020328,37
198,38064,192.82719118755602,37
199,38210,194.45597845193748,37
200,38398,196.56025469144578,37
201,38781,200.87142117925958,37
202,38887,190.59979425231955,38
203,38915,190.90238701149934,38
204,39002,191.84362687191555,38
205,39070,192.58040648191655,38
206,39390,196.06057702537026,38
207,39659,199.00271941434704,38
208,39739,199.88064802696994,38
209,39936,202.04831753317723,38
210,40568,197.5657828182247,39
211,40671,198.66457124240281,39
212,40913,201.2545553363496,39
213,40978,191.05482581041002,40
214,41107,192.3814893532196,40
215,41315,194.52720558015682,40
